Space,Exit,Space,Wall,Wall,Exit,Space,Exit,Space,Exit
Exit,Space,Exit,Wall,Exit,Wall,Space,Space,Space,Space
Space,Space,Space,Space,Space,Space,Space,Space,Space,Exit
Exit,Space,Exit,Wall,Exit,Wall,Wall,Wall,Wall,Wall
Wall,Space,Wall,Space,Space,Space,Space,Wall,Wall,Wall
Wall,Wall,Wall,Wall,Wall,Space,Space,Space,Wall,Wall
Space,Exit,Space,Space,Space,Space,Space,Space,Space,Exit
Exit,Space,Space,Space,Exit,Space,Wall,Space,Exit,Space
Space,Space,Wall,Exit,Space,Space,Wall,Space,Space,Exit
Wall,Wall,Exit,Space,Exit,Space,Wall,Space,Exit,Space
