Exit,Space,Exit,Wall,Wall,Wall,Wall,Wall,Wall,Wall
Space,Space,Space,Wall,Wall,Wall,Wall,Wall,Wall,Wall
Exit,Space,Space,Wall,Wall,Wall,Wall,Wall,Wall,Wall
Space,Space,Space,Wall,Wall,Wall,Wall,Wall,Wall,Wall
Space,Wall,Exit,Wall,Wall,Wall,Wall,Wall,Wall,Wall
Space,Space,Space,Space,Space,Space,Wall,Wall,Wall,Wall
Wall,Space,Space,Space,Space,Space,Wall,Wall,Wall,Wall
Space,Exit,Space,Space,Space,Space,Wall,Wall,Wall,Wall
Space,Space,Exit,Space,Space,Space,Wall,Wall,Wall,Wall
Space,Exit,Space,Space,Space,Exit,Wall,Wall,Wall,Wall
