Exit,Space,Wall,Wall,Exit,Space,Wall,Space,Wall,Wall
Space,Space,Space,Exit,Wall,Space,Space,Space,Wall,Wall
Exit,Space,Space,Space,Space,Space,Space,Wall,Space,Wall
Wall,Wall,Wall,Exit,Wall,Space,Space,Exit,Space,Space
Wall,Wall,Wall,Space,Space,Wall,Space,Space,Space,Space
Wall,Space,Space,Space,Space,Space,Space,Exit,Space,Exit
Exit,Wall,Exit,Space,Wall,Wall,Space,Space,Exit,Space
Space,Space,Space,Space,Space,Exit,Space,Exit,Space,Exit
Space,Space,Exit,Space,Exit,Space,Space,Space,Space,Space
Space,Space,Space,Wall,Space,Exit,Space,Wall,Wall,Wall
