Wall,Wall,Wall,Wall,Wall,Wall,Wall,Exit,Wall,Exit
Exit,Space,Wall,Space,Wall,Wall,Wall,Space,Space,Space
Space,Space,Space,Space,Space,Wall,Wall,Space,Space,Exit
Exit,Space,Space,Space,Space,Space,Wall,Space,Space,Space
Space,Exit,Space,Space,Space,Space,Space,Space,Space,Exit
Exit,Space,Space,Space,Exit,Space,Space,Space,Wall,Wall
Space,Space,Space,Space,Space,Wall,Space,Space,Space,Wall
Exit,Space,Space,Space,Space,Space,Exit,Space,Space,Space
Space,Space,Space,Wall,Space,Space,Wall,Exit,Space,Exit
Exit,Space,Exit,Wall,Exit,Space,Exit,Wall,Wall,Wall
