Wall,Space,Exit,Space,Exit,Space,Space,Wall,Exit,Wall
Space,Space,Space,Exit,Space,Space,Space,Space,Space,Exit
Exit,Space,Exit,Space,Space,Space,Exit,Space,Exit,Space
Space,Space,Space,Space,Wall,Space,Space,Space,Space,Wall
Exit,Space,Space,Space,Space,Space,Exit,Space,Wall,Wall
Space,Space,Wall,Exit,Wall,Space,Wall,Space,Space,Wall
Exit,Space,Exit,Space,Space,Space,Space,Space,Space,Wall
Space,Exit,Wall,Exit,Wall,Exit,Wall,Space,Space,Exit
Wall,Wall,Wall,Wall,Wall,Wall,Wall,Space,Space,Space
Wall,Wall,Wall,Wall,Wall,Wall,Wall,Exit,Space,Exit
