Wall,Exit,Wall,Space,Wall,Wall,Wall,Exit,Space,Exit
Exit,Space,Exit,Space,Space,Wall,Wall,Space,Space,Space
Wall,Space,Wall,Exit,Wall,Space,Space,Space,Space,Wall
Wall,Wall,Exit,Wall,Exit,Wall,Space,Space,Wall,Wall
Wall,Space,Wall,Space,Space,Space,Space,Space,Space,Exit
Exit,Space,Space,Space,Space,Wall,Exit,Space,Space,Space
Wall,Space,Space,Exit,Space,Exit,Space,Space,Space,Wall
Wall,Wall,Exit,Wall,Space,Wall,Space,Space,Space,Space
Wall,Exit,Space,Space,Wall,Wall,Wall,Exit,Space,Exit
Wall,Wall,Exit,Wall,Wall,Wall,Wall,Wall,Wall,Wall
