Exit,Space,Exit,Wall,Wall,Space,Exit,Wall,Exit,Wall
Space,Space,Space,Wall,Space,Space,Space,Space,Space,Wall
Exit,Wall,Space,Wall,Space,Space,Space,Wall,Space,Wall
Wall,Wall,Space,Space,Space,Wall,Wall,Exit,Wall,Space
Exit,Space,Space,Space,Space,Space,Exit,Space,Space,Space
Wall,Space,Space,Exit,Space,Space,Space,Exit,Space,Exit
Exit,Space,Space,Space,Space,Space,Space,Space,Exit,Wall
Space,Space,Space,Space,Space,Space,Space,Space,Space,Wall
Exit,Space,Wall,Space,Space,Space,Exit,Space,Exit,Wall
Wall,Wall,Wall,Exit,Space,Exit,Wall,Wall,Wall,Wall
