Wall,Exit,Wall,Wall,Space,Exit,Space,Wall,Wall,Wall
Exit,Space,Exit,Wall,Exit,Space,Exit,Wall,Wall,Wall
Wall,Space,Wall,Space,Space,Space,Space,Wall,Wall,Wall
Wall,Space,Space,Space,Space,Space,Space,Space,Wall,Wall
Wall,Space,Space,Exit,Wall,Exit,Space,Exit,Space,Exit
Exit,Space,Space,Space,Space,Space,Space,Space,Space,Space
Wall,Exit,Wall,Space,Space,Space,Space,Exit,Space,Space
Exit,Space,Space,Space,Space,Wall,Space,Space,Space,Space
Space,Space,Space,Space,Space,Exit,Space,Space,Space,Wall
Exit,Wall,Exit,Space,Exit,Wall,Exit,Wall,Wall,Wall
