Wall,Exit,Wall,Exit,Space,Exit,Space,Exit,Wall,Wall
Exit,Space,Exit,Space,Space,Space,Space,Space,Wall,Wall
Wall,Space,Wall,Space,Space,Space,Wall,Space,Wall,Exit
Wall,Space,Exit,Space,Wall,Wall,Wall,Space,Space,Space
Wall,Exit,Space,Space,Wall,Wall,Space,Space,Space,Space
Wall,Wall,Space,Wall,Exit,Wall,Space,Wall,Exit,Wall
Space,Space,Space,Space,Space,Exit,Space,Exit,Space,Space
Exit,Wall,Exit,Wall,Exit,Wall,Space,Space,Space,Space
Space,Space,Space,Exit,Wall,Wall,Space,Exit,Space,Exit
Wall,Wall,Exit,Wall,Wall,Wall,Wall,Space,Exit,Space
