Wall,Wall,Wall,Wall,Exit,Space,Space,Wall,Space,Wall
Wall,Exit,Wall,Wall,Space,Exit,Space,Space,Space,Exit
Exit,Space,Space,Wall,Space,Space,Space,Wall,Exit,Wall
Wall,Exit,Wall,Space,Space,Exit,Space,Exit,Wall,Wall
Wall,Wall,Space,Space,Space,Space,Space,Wall,Exit,Wall
Wall,Wall,Space,Space,Space,Space,Space,Wall,Space,Exit
Exit,Space,Space,Space,Exit,Space,Space,Space,Space,Space
Space,Space,Space,Space,Space,Wall,Space,Space,Space,Exit
Exit,Space,Space,Space,Space,Wall,Space,Wall,Space,Space
Wall,Wall,Wall,Wall,Wall,Wall,Space,Space,Space,Exit
