Wall,Space,Space,Space,Wall,Wall,Exit,Space,Exit,Wall
Wall,Exit,Wall,Space,Wall,Exit,Space,Wall,Space,Wall
Wall,Wall,Space,Wall,Space,Space,Space,Space,Space,Space
Wall,Space,Space,Space,Space,Exit,Space,Space,Space,Exit
Wall,Space,Exit,Wall,Space,Wall,Space,Space,Space,Space
Wall,Space,Wall,Exit,Space,Space,Space,Space,Space,Wall
Exit,Space,Exit,Space,Space,Space,Exit,Space,Space,Wall
Wall,Space,Space,Exit,Space,Space,Wall,Exit,Wall,Wall
Wall,Space,Space,Space,Exit,Space,Exit,Space,Exit,Wall
Wall,Wall,Wall,Wall,Wall,Exit,Wall,Space,Wall,Wall
