Wall,Wall,Space,Exit,Wall,Space,Wall,Exit,Wall,Wall
Wall,Space,Space,Space,Exit,Space,Exit,Space,Wall,Wall
Space,Space,Space,Exit,Wall,Exit,Wall,Space,Space,Wall
Exit,Space,Space,Space,Space,Space,Exit,Space,Space,Space
Space,Space,Space,Exit,Space,Space,Wall,Space,Space,Exit
Wall,Space,Space,Space,Space,Space,Space,Space,Wall,Wall
Wall,Space,Wall,Space,Space,Space,Space,Wall,Space,Exit
Space,Space,Exit,Wall,Wall,Space,Space,Space,Space,Space
Space,Space,Space,Wall,Wall,Wall,Space,Space,Space,Exit
Wall,Space,Exit,Wall,Wall,Wall,Wall,Wall,Wall,Wall
