Exit,Space,Exit,Wall,Wall,Wall,Wall,Space,Exit,Space
Wall,Space,Space,Exit,Space,Space,Wall,Exit,Wall,Space
Exit,Space,Space,Space,Space,Space,Exit,Space,Exit,Space
Wall,Space,Space,Space,Space,Space,Wall,Space,Wall,Space
Space,Wall,Exit,Wall,Wall,Wall,Space,Wall,Space,Wall
Wall,Exit,Wall,Wall,Space,Space,Space,Space,Space,Exit
Exit,Space,Space,Wall,Exit,Space,Exit,Space,Space,Space
Space,Space,Space,Wall,Space,Space,Space,Exit,Space,Wall
Wall,Space,Exit,Wall,Wall,Space,Space,Space,Exit,Wall
Wall,Wall,Wall,Wall,Wall,Exit,Space,Exit,Wall,Wall
