Exit,Space,Space,Space,Exit,Wall,Wall,Space,Exit,Space
Space,Space,Space,Space,Wall,Exit,Wall,Exit,Space,Space
Space,Space,Exit,Space,Exit,Space,Wall,Space,Exit,Space
Space,Space,Space,Wall,Space,Space,Wall,Exit,Space,Space
Exit,Space,Space,Wall,Space,Space,Space,Space,Space,Space
Wall,Space,Space,Exit,Space,Space,Space,Space,Space,Exit
Wall,Wall,Exit,Wall,Space,Space,Space,Wall,Space,Wall
Wall,Exit,Space,Space,Space,Space,Space,Space,Space,Exit
Wall,Wall,Wall,Wall,Wall,Wall,Space,Space,Space,Space
Wall,Wall,Wall,Wall,Wall,Wall,Wall,Exit,Space,Exit
