Space,Exit,Space,Exit,Space,Wall,Space,Exit,Space,Wall
Exit,Space,Space,Space,Exit,Space,Space,Space,Exit,Wall
Space,Exit,Space,Space,Space,Space,Space,Exit,Space,Wall
Exit,Space,Space,Space,Space,Space,Space,Wall,Space,Wall
Space,Space,Space,Space,Space,Wall,Space,Exit,Wall,Space
Exit,Space,Space,Space,Exit,Wall,Space,Wall,Exit,Wall
Space,Space,Wall,Space,Wall,Space,Space,Space,Space,Exit
Exit,Space,Space,Wall,Space,Wall,Exit,Wall,Exit,Wall
Wall,Space,Wall,Exit,Wall,Exit,Space,Space,Space,Wall
Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall
