Wall,Exit,Space,Exit,Wall,Exit,Space,Space,Space,Wall
Wall,Wall,Space,Space,Wall,Space,Space,Wall,Space,Wall
Wall,Space,Wall,Space,Wall,Exit,Space,Exit,Space,Wall
Space,Space,Exit,Space,Wall,Wall,Space,Space,Exit,Wall
Wall,Exit,Wall,Space,Space,Space,Space,Space,Space,Wall
Exit,Space,Space,Space,Space,Wall,Space,Space,Exit,Space
Wall,Exit,Wall,Space,Space,Exit,Space,Exit,Space,Exit
Wall,Wall,Space,Space,Exit,Space,Space,Space,Space,Space
Wall,Exit,Space,Space,Space,Space,Space,Space,Space,Wall
Wall,Wall,Exit,Wall,Wall,Wall,Exit,Space,Exit,Wall
