Wall,Wall,Wall,Space,Space,Space,Space,Wall,Wall,Wall
Wall,Space,Space,Space,Exit,Space,Exit,Wall,Wall,Wall
Space,Wall,Space,Space,Space,Exit,Space,Exit,Wall,Wall
Space,Space,Space,Space,Wall,Space,Space,Space,Exit,Wall
Space,Exit,Space,Exit,Wall,Space,Space,Wall,Space,Exit
Exit,Space,Space,Wall,Exit,Space,Space,Wall,Space,Wall
Space,Space,Space,Wall,Wall,Exit,Wall,Space,Space,Exit
Space,Space,Exit,Space,Space,Space,Space,Space,Exit,Space
Space,Space,Space,Space,Space,Space,Space,Wall,Wall,Wall
Exit,Space,Space,Space,Exit,Space,Exit,Wall,Wall,Wall
