Wall,Space,Wall,Exit,Wall,Wall,Wall,Exit,Space,Wall
Wall,Space,Space,Space,Wall,Wall,Exit,Space,Exit,Space
Space,Space,Space,Space,Space,Space,Space,Space,Wall,Space
Exit,Space,Exit,Space,Space,Wall,Space,Space,Exit,Space
Wall,Exit,Space,Space,Space,Space,Space,Space,Space,Exit
Wall,Space,Exit,Space,Space,Space,Space,Space,Space,Space
Wall,Exit,Space,Space,Wall,Space,Space,Exit,Space,Wall
Wall,Space,Space,Space,Wall,Space,Space,Space,Space,Space
Wall,Exit,Space,Exit,Wall,Wall,Space,Exit,Space,Space
Wall,Wall,Wall,Wall,Wall,Wall,Exit,Space,Space,Space
