Wall,Exit,Wall,Exit,Space,Exit,Wall,Exit,Space,Wall
Space,Space,Space,Space,Space,Space,Space,Space,Exit,Wall
Wall,Exit,Wall,Exit,Space,Space,Wall,Space,Space,Space
Exit,Space,Space,Space,Space,Space,Exit,Wall,Exit,Wall
Wall,Wall,Wall,Wall,Space,Space,Space,Space,Space,Exit
Wall,Wall,Wall,Space,Space,Space,Space,Space,Space,Space
Wall,Exit,Space,Space,Space,Exit,Space,Exit,Space,Space
Wall,Space,Space,Space,Exit,Space,Space,Space,Space,Space
Wall,Wall,Space,Exit,Wall,Wall,Wall,Space,Space,Exit
Wall,Wall,Wall,Wall,Wall,Wall,Wall,Space,Exit,Space
