Wall,Exit,Wall,Exit,Wall,Exit,Space,Wall,Wall,Wall
Exit,Space,Space,Space,Exit,Space,Exit,Wall,Exit,Wall
Wall,Exit,Wall,Space,Wall,Space,Space,Space,Space,Exit
Wall,Wall,Space,Wall,Space,Wall,Space,Wall,Exit,Wall
Space,Exit,Space,Space,Space,Space,Wall,Exit,Wall,Wall
Exit,Space,Space,Space,Exit,Space,Space,Space,Exit,Wall
Space,Space,Space,Space,Space,Space,Space,Space,Space,Wall
Exit,Space,Space,Space,Space,Space,Exit,Space,Space,Wall
Wall,Exit,Wall,Exit,Wall,Wall,Space,Space,Space,Wall
Wall,Wall,Wall,Wall,Wall,Wall,Exit,Space,Exit,Wall
