Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall,Wall
Wall,Wall,Wall,Space,Exit,Space,Exit,Wall,Exit,Space
Wall,Exit,Space,Exit,Space,Exit,Wall,Space,Space,Space
Wall,Space,Space,Space,Space,Space,Space,Wall,Space,Space
Wall,Space,Wall,Space,Space,Exit,Wall,Space,Space,Space
Exit,Space,Exit,Space,Space,Space,Space,Space,Exit,Space
Wall,Exit,Wall,Exit,Space,Exit,Wall,Space,Wall,Exit
Exit,Space,Space,Wall,Space,Space,Space,Wall,Space,Wall
Space,Exit,Space,Space,Space,Space,Space,Exit,Space,Wall
Wall,Wall,Exit,Wall,Wall,Wall,Exit,Wall,Exit,Wall
