Wall,Exit,Space,Wall,Wall,Exit,Wall,Exit,Space,Exit
Wall,Space,Space,Space,Space,Space,Exit,Space,Space,Space
Wall,Exit,Space,Space,Space,Space,Space,Space,Wall,Exit
Wall,Wall,Wall,Wall,Space,Wall,Space,Wall,Exit,Wall
Wall,Wall,Wall,Wall,Wall,Space,Space,Space,Space,Exit
Wall,Wall,Exit,Space,Exit,Space,Space,Wall,Exit,Wall
Wall,Exit,Space,Exit,Space,Space,Wall,Space,Space,Exit
Wall,Space,Space,Wall,Space,Wall,Space,Wall,Exit,Wall
Wall,Exit,Space,Space,Space,Space,Space,Exit,Space,Exit
Wall,Wall,Wall,Wall,Exit,Wall,Exit,Wall,Space,Wall
