Wall,Wall,Space,Space,Space,Wall,Exit,Wall,Exit,Wall
Wall,Space,Space,Exit,Space,Exit,Space,Exit,Space,Wall
Wall,Wall,Space,Space,Exit,Wall,Space,Wall,Space,Wall
Wall,Space,Space,Space,Space,Space,Space,Space,Space,Wall
Wall,Wall,Exit,Wall,Exit,Space,Space,Space,Exit,Space
Wall,Space,Space,Space,Space,Space,Space,Exit,Space,Exit
Exit,Space,Space,Wall,Wall,Wall,Space,Space,Space,Space
Wall,Space,Space,Exit,Space,Space,Space,Space,Wall,Wall
Exit,Space,Space,Space,Exit,Space,Exit,Wall,Wall,Wall
Wall,Exit,Space,Exit,Space,Exit,Wall,Wall,Wall,Wall
