Wall,Wall,Space,Exit,Space,Wall,Space,Exit,Space,Exit
Wall,Wall,Exit,Space,Space,Space,Space,Space,Space,Space
Wall,Space,Space,Space,Space,Space,Space,Space,Space,Exit
Exit,Space,Exit,Wall,Exit,Wall,Space,Space,Space,Space
Wall,Space,Space,Space,Wall,Space,Wall,Space,Wall,Wall
Wall,Space,Space,Wall,Space,Space,Wall,Space,Wall,Wall
Wall,Space,Space,Space,Space,Space,Space,Space,Wall,Wall
Exit,Space,Space,Space,Exit,Space,Space,Space,Exit,Wall
Space,Space,Space,Space,Space,Space,Space,Space,Space,Wall
Exit,Space,Exit,Space,Wall,Wall,Exit,Space,Wall,Wall
