Exit,Space,Exit,Space,Wall,Wall,Wall,Space,Exit,Space
Space,Space,Space,Space,Space,Exit,Space,Space,Space,Exit
Exit,Space,Space,Space,Space,Space,Wall,Space,Exit,Space
Wall,Space,Wall,Space,Space,Space,Space,Space,Space,Exit
Space,Space,Exit,Space,Space,Space,Exit,Space,Space,Space
Space,Space,Space,Space,Space,Space,Space,Space,Wall,Exit
Exit,Space,Wall,Space,Space,Space,Space,Space,Wall,Wall
Wall,Wall,Wall,Space,Space,Exit,Space,Space,Space,Wall
Wall,Wall,Wall,Wall,Exit,Space,Space,Space,Exit,Wall
Wall,Wall,Wall,Exit,Space,Exit,Space,Exit,Space,Wall
