Wall,Exit,Wall,Exit,Space,Exit,Wall,Exit,Wall,Wall
Space,Space,Exit,Space,Space,Space,Exit,Space,Exit,Wall
Wall,Space,Wall,Wall,Space,Space,Wall,Space,Wall,Wall
Space,Space,Space,Space,Space,Space,Space,Space,Wall,Wall
Space,Exit,Space,Space,Space,Space,Space,Space,Space,Exit
Wall,Wall,Space,Wall,Wall,Wall,Wall,Space,Space,Space
Wall,Space,Space,Exit,Wall,Wall,Wall,Space,Wall,Exit
Wall,Space,Space,Wall,Exit,Space,Wall,Space,Space,Wall
Wall,Exit,Space,Exit,Space,Space,Space,Space,Space,Wall
Wall,Wall,Wall,Wall,Exit,Space,Space,Wall,Exit,Wall
