Wall,Exit,Wall,Exit,Space,Exit,Wall,Wall,Wall,Wall
Space,Space,Exit,Space,Space,Space,Wall,Wall,Wall,Wall
Wall,Exit,Wall,Space,Space,Space,Wall,Wall,Wall,Wall
Exit,Space,Space,Space,Space,Space,Wall,Wall,Wall,Wall
Wall,Exit,Wall,Space,Wall,Exit,Wall,Wall,Wall,Wall
Exit,Space,Space,Wall,Exit,Space,Space,Wall,Space,Wall
Wall,Space,Wall,Exit,Space,Space,Space,Wall,Space,Exit
Exit,Space,Space,Space,Space,Space,Space,Space,Space,Space
Space,Space,Space,Space,Wall,Wall,Space,Space,Space,Exit
Exit,Space,Exit,Wall,Wall,Wall,Exit,Space,Space,Space
