Wall,Wall,Exit,Space,Exit,Wall,Wall,Wall,Exit,Wall
Space,Exit,Space,Space,Space,Wall,Wall,Space,Space,Exit
Exit,Space,Space,Space,Space,Space,Wall,Wall,Exit,Wall
Space,Space,Space,Exit,Space,Exit,Space,Space,Wall,Exit
Space,Space,Space,Space,Exit,Space,Space,Space,Exit,Wall
Space,Exit,Space,Space,Space,Exit,Wall,Exit,Wall,Wall
Wall,Space,Space,Space,Exit,Space,Space,Space,Space,Wall
Wall,Exit,Wall,Space,Wall,Space,Wall,Space,Wall,Wall
Exit,Space,Space,Space,Space,Space,Exit,Space,Exit,Wall
Wall,Exit,Wall,Wall,Wall,Wall,Wall,Exit,Wall,Wall
