Wall,Wall,Exit,Space,Exit,Space,Exit,Wall,Space,Wall
Wall,Wall,Space,Space,Space,Space,Space,Exit,Space,Exit
Wall,Wall,Space,Space,Space,Space,Space,Wall,Exit,Wall
Wall,Wall,Wall,Space,Wall,Space,Wall,Space,Wall,Wall
Wall,Wall,Space,Space,Exit,Wall,Space,Wall,Exit,Wall
Wall,Wall,Wall,Exit,Wall,Exit,Space,Exit,Space,Exit
Exit,Space,Space,Space,Space,Space,Space,Wall,Space,Wall
Space,Exit,Wall,Space,Wall,Space,Space,Exit,Space,Wall
Space,Space,Space,Space,Space,Space,Space,Space,Exit,Wall
Wall,Exit,Space,Exit,Wall,Exit,Space,Exit,Space,Wall
