Wall,Wall,Wall,Wall,Exit,Space,Space,Space,Exit,Wall
Wall,Wall,Wall,Wall,Space,Exit,Space,Space,Wall,Wall
Wall,Wall,Wall,Wall,Space,Space,Space,Space,Space,Space
Wall,Wall,Wall,Wall,Space,Wall,Space,Exit,Wall,Exit
Wall,Wall,Wall,Wall,Space,Space,Space,Space,Space,Space
Wall,Wall,Space,Space,Space,Space,Space,Space,Wall,Wall
Wall,Space,Space,Space,Space,Space,Exit,Space,Space,Wall
Wall,Exit,Wall,Exit,Space,Space,Wall,Space,Space,Exit
Exit,Space,Space,Space,Exit,Space,Space,Space,Space,Space
Wall,Exit,Wall,Space,Space,Exit,Wall,Exit,Wall,Exit
