Wall,Exit,Wall,Wall,Space,Exit,Space,Space,Space,Wall
Exit,Space,Space,Wall,Space,Space,Exit,Space,Exit,Wall
Wall,Exit,Wall,Space,Space,Space,Space,Exit,Space,Wall
Wall,Space,Space,Space,Space,Space,Space,Space,Space,Wall
Wall,Space,Space,Exit,Wall,Wall,Space,Space,Space,Wall
Exit,Space,Space,Space,Space,Space,Space,Space,Space,Wall
Space,Exit,Space,Exit,Space,Space,Space,Space,Space,Wall
Exit,Space,Space,Space,Exit,Space,Space,Space,Space,Wall
Wall,Wall,Wall,Space,Space,Exit,Space,Space,Space,Wall
Wall,Wall,Wall,Space,Exit,Space,Exit,Space,Wall,Wall
