Wall,Wall,Wall,Wall,Wall,Wall,Wall,Space,Exit,Space
Wall,Exit,Wall,Exit,Space,Exit,Space,Exit,Space,Exit
Exit,Space,Space,Space,Space,Space,Space,Space,Space,Space
Wall,Space,Space,Exit,Space,Space,Wall,Space,Space,Exit
Wall,Space,Space,Wall,Space,Wall,Space,Space,Exit,Space
Wall,Space,Wall,Space,Space,Exit,Space,Space,Space,Exit
Space,Space,Exit,Space,Wall,Wall,Space,Wall,Exit,Wall
Space,Space,Space,Space,Space,Wall,Space,Space,Space,Wall
Exit,Space,Wall,Space,Space,Space,Exit,Space,Exit,Wall
Wall,Wall,Wall,Exit,Space,Exit,Wall,Wall,Wall,Wall
