Exit,Wall,Exit,Space,Space,Wall,Space,Space,Exit,Wall
Space,Space,Space,Space,Space,Space,Space,Exit,Space,Wall
Exit,Space,Space,Space,Exit,Wall,Space,Space,Space,Wall
Wall,Exit,Wall,Wall,Wall,Space,Wall,Exit,Space,Wall
Exit,Space,Space,Space,Space,Wall,Space,Space,Space,Space
Wall,Exit,Wall,Exit,Wall,Exit,Space,Space,Space,Exit
Wall,Space,Space,Space,Space,Space,Space,Space,Space,Space
Wall,Exit,Space,Space,Wall,Wall,Space,Space,Space,Exit
Wall,Space,Exit,Space,Wall,Wall,Wall,Space,Space,Space
Wall,Wall,Wall,Wall,Wall,Wall,Wall,Exit,Wall,Exit
