Wall,Wall,Space,Wall,Space,Wall,Wall,Wall,Wall,Wall
Space,Space,Space,Wall,Space,Space,Space,Wall,Wall,Wall
Exit,Wall,Space,Space,Space,Space,Wall,Wall,Wall,Wall
Space,Space,Space,Space,Space,Space,Space,Wall,Wall,Wall
Wall,Space,Exit,Space,Exit,Space,Space,Wall,Wall,Wall
Wall,Space,Space,Space,Space,Space,Space,Wall,Wall,Wall
Wall,Space,Space,Space,Space,Space,Space,Wall,Wall,Wall
Space,Exit,Space,Exit,Space,Exit,Space,Space,Space,Exit
Exit,Space,Space,Space,Exit,Space,Space,Space,Space,Space
Space,Exit,Space,Space,Space,Space,Space,Exit,Wall,Exit
