Wall,Wall,Wall,Wall,Wall,Exit,Wall,Exit,Wall,Wall
Exit,Space,Exit,Space,Exit,Space,Space,Space,Exit,Wall
Space,Space,Space,Space,Wall,Exit,Wall,Space,Wall,Wall
Exit,Wall,Space,Space,Space,Space,Space,Space,Exit,Space
Space,Exit,Space,Wall,Space,Space,Wall,Space,Space,Exit
Exit,Space,Exit,Wall,Wall,Space,Space,Space,Exit,Space
Space,Space,Space,Space,Wall,Wall,Space,Exit,Space,Exit
Wall,Space,Exit,Space,Exit,Space,Space,Wall,Space,Wall
Wall,Space,Wall,Exit,Wall,Space,Space,Wall,Wall,Wall
Wall,Wall,Space,Wall,Space,Space,Exit,Wall,Wall,Wall
