Wall,Wall,Space,Wall,Exit,Wall,Wall,Space,Exit,Space
Wall,Exit,Space,Exit,Space,Exit,Space,Space,Space,Exit
Wall,Space,Space,Space,Space,Space,Exit,Space,Exit,Space
Wall,Exit,Space,Space,Space,Space,Space,Space,Space,Space
Exit,Wall,Space,Wall,Space,Wall,Wall,Space,Space,Space
Space,Space,Wall,Exit,Wall,Space,Space,Space,Space,Exit
Exit,Space,Space,Space,Space,Space,Space,Space,Wall,Wall
Wall,Wall,Space,Space,Space,Space,Space,Space,Space,Wall
Wall,Wall,Wall,Space,Space,Space,Exit,Space,Exit,Wall
Wall,Wall,Wall,Wall,Space,Exit,Space,Exit,Space,Wall
