Wall,Wall,Wall,Exit,Wall,Exit,Space,Space,Wall,Exit
Exit,Space,Exit,Space,Space,Space,Exit,Space,Exit,Wall
Space,Space,Wall,Exit,Wall,Space,Space,Space,Space,Space
Space,Wall,Space,Space,Exit,Wall,Exit,Wall,Space,Wall
Wall,Space,Wall,Space,Wall,Space,Space,Space,Wall,Wall
Wall,Wall,Space,Space,Exit,Space,Space,Space,Wall,Wall
Wall,Space,Space,Space,Space,Wall,Space,Space,Wall,Wall
Wall,Space,Space,Space,Space,Wall,Exit,Space,Exit,Wall
Wall,Exit,Space,Exit,Space,Space,Space,Space,Space,Wall
Wall,Wall,Wall,Wall,Exit,Wall,Space,Wall,Exit,Wall
