Space,Space,Space,Exit,Wall,Exit,Space,Exit,Wall,Wall
Exit,Space,Exit,Space,Exit,Wall,Space,Space,Space,Space
Space,Exit,Space,Space,Space,Space,Wall,Space,Space,Exit
Wall,Space,Space,Space,Space,Wall,Wall,Space,Space,Space
Wall,Space,Wall,Space,Space,Wall,Space,Exit,Wall,Exit
Exit,Space,Space,Space,Exit,Wall,Space,Space,Space,Space
Wall,Exit,Space,Space,Wall,Wall,Space,Space,Space,Exit
Exit,Space,Space,Wall,Space,Wall,Wall,Wall,Wall,Wall
Space,Space,Space,Exit,Space,Exit,Wall,Wall,Wall,Wall
Exit,Wall,Exit,Wall,Exit,Wall,Wall,Wall,Wall,Wall
