Wall,Wall,Wall,Wall,Wall,Wall,Wall,Space,Exit,Wall
Wall,Exit,Wall,Wall,Wall,Wall,Space,Space,Space,Wall
Space,Space,Exit,Space,Wall,Wall,Exit,Space,Space,Wall
Wall,Exit,Wall,Space,Space,Exit,Space,Space,Space,Exit
Exit,Space,Space,Space,Space,Space,Space,Space,Space,Wall
Space,Exit,Space,Wall,Space,Exit,Space,Space,Space,Exit
Exit,Space,Space,Space,Space,Wall,Space,Wall,Wall,Wall
Space,Exit,Space,Exit,Space,Space,Space,Space,Space,Exit
Exit,Wall,Space,Space,Space,Space,Space,Space,Space,Space
Wall,Wall,Space,Exit,Space,Exit,Space,Exit,Wall,Exit
