Wall,Exit,Wall,Space,Space,Wall,Wall,Exit,Wall,Wall
Space,Space,Space,Space,Space,Space,Exit,Space,Exit,Wall
Space,Space,Wall,Exit,Space,Exit,Wall,Space,Wall,Wall
Exit,Space,Space,Wall,Exit,Space,Space,Space,Wall,Wall
Space,Space,Space,Space,Space,Space,Space,Exit,Wall,Wall
Space,Space,Space,Wall,Exit,Wall,Exit,Space,Wall,Wall
Space,Space,Space,Exit,Space,Space,Space,Exit,Space,Exit
Exit,Space,Space,Space,Exit,Space,Exit,Space,Space,Wall
Wall,Wall,Space,Space,Space,Space,Space,Space,Space,Exit
Wall,Wall,Exit,Wall,Space,Wall,Space,Wall,Wall,Wall
