Wall,Exit,Space,Exit,Space,Space,Wall,Exit,Space,Exit
Wall,Space,Space,Space,Space,Space,Space,Space,Space,Space
Wall,Space,Space,Space,Wall,Space,Wall,Space,Wall,Exit
Wall,Space,Exit,Space,Space,Space,Space,Wall,Wall,Wall
Wall,Space,Space,Space,Space,Exit,Space,Wall,Wall,Wall
Exit,Space,Space,Space,Exit,Space,Space,Wall,Wall,Wall
Space,Space,Space,Space,Space,Space,Space,Space,Space,Exit
Wall,Space,Exit,Space,Exit,Space,Space,Space,Space,Wall
Wall,Exit,Space,Space,Space,Space,Space,Exit,Space,Exit
Wall,Space,Exit,Space,Exit,Space,Wall,Wall,Wall,Wall
