,,,,,,,,,,,,,,,,,,,,,,,,,,,Undf(Wall),Exit(Maze),Undf(Wall),,,,,Undf(Wall),Exit(Maze),Undf(Wall),,,
,,,,,,,,,,,,,,,,,Undf(Wall),Exit(MazeEntry),Undf(Wall),Exit(MazeEntry),Undf(Wall),Undf(Wall),Undf(Wall),Exit(MazeEntry),Undf(Wall),Undf(Wall),Undf(Wall),Space,Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Exit(MazeEntry),Undf(Wall),Space,Undf(Wall),,,
,,,,,,,,,,,,,,,,,Undf(Wall),Space,Undf(Wall),Space,Exit(Maze),Space,Space,Space,Space,Space,Space,Space,Undf(Wall),Exit(Maze),Space,Space,Space,Space,Space,Undf(Wall),,,
,,,,,,,,,,,,,,,,,Undf(Wall),Space,Undf(Wall),Space,Undf(Wall),Undf(Wall),Undf(Wall),Space,Undf(Wall),Undf(Wall),Exit(MazeEntry),Undf(Wall),Undf(Wall),Undf(Wall),Space,Undf(Wall),Space,Undf(Wall),Undf(Wall),Undf(Wall),,,
,,,,,,,,,,,,,,,,,Undf(Wall),Space,Space,Space,Undf(Wall),Space,Space,Space,Undf(Wall),Exit(MazeEntry),Space,Space,Space,Space,Space,Exit(Maze),Space,Undf(Wall),Undf(Wall),Undf(Wall),,,
,,,,,,,,,,,,,,,,,Undf(Wall),Space,Undf(Wall),Space,Undf(Wall),Space,Undf(Wall),Space,Undf(Wall),Undf(Wall),Space,Undf(Wall),Exit(MazeEntry),Undf(Wall),Undf(Wall),Undf(Wall),Space,Undf(Wall),Space,Exit(Maze),Undf(Wall),Undf(Wall),
,,,,,,,,,,,,,,,,,Undf(Wall),Space,Undf(Wall),Space,Undf(Wall),Space,Undf(Wall),Space,Undf(Wall),Exit(MazeEntry),Space,Space,Space,Exit(MazeEntry),Space,Space,Space,Undf(Wall),Space,Undf(Wall),Space,Exit(Maze),
,,,,,,,,,,,,,,,,,Undf(Wall),Space,Undf(Wall),Space,Undf(Wall),Space,Undf(Wall),Space,Undf(Wall),Undf(Wall),Exit(MazeEntry),Undf(Wall),Exit(MazeEntry),Undf(Wall),Space,Undf(Wall),Exit(Maze),Undf(Wall),Space,Undf(Wall),Space,Undf(Wall),
,,,,,,,,,,,,,,,,,Undf(Wall),Space,Undf(Wall),Space,Space,Space,Undf(Wall),Space,Undf(Wall),Exit(Maze),Space,Space,Space,Space,Space,Space,Space,Space,Space,Space,Space,Exit(Maze),
,Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),,,,,,,,,,,,,Undf(Wall),Space,Undf(Wall),Space,Undf(Wall),Exit(Maze),Undf(Wall),Exit(Maze),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Space,Undf(Wall),Undf(Wall),Undf(Wall),Space,Undf(Wall),Undf(Wall),Undf(Wall),
,Exit(Maze),Space,Space,Undf(Wall),,,,,,,,,,Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Space,Undf(Wall),Space,Undf(Wall),Undf(Wall),Space,Undf(Wall),,,,,,Undf(Wall),Space,Undf(Wall),Undf(Wall),Undf(Wall),Space,Undf(Wall),,,
Undf(Wall),Undf(Wall),Undf(Wall),Space,Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Space,Exit(Maze),Undf(Wall),Exit(MazeEntry),Undf(Wall),Space,Undf(Wall),Undf(Wall),Space,Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Exit(Maze),Undf(Wall),Space,Undf(Wall),Space,Undf(Wall),,,
Exit(Maze),Space,Space,Space,Space,Space,Space,Space,Space,Space,Space,Space,Space,Space,Undf(Wall),Space,Undf(Wall),Space,Exit(Maze),Undf(Wall),Space,Space,Space,Space,Space,Space,Space,Space,Space,Space,Space,Space,Undf(Wall),Space,Undf(Wall),Space,Undf(Wall),,,
