,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Exit(Room),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),,,,,,,,,
Exit(Room),Space,Space,Space,Space,Space,Space,Space,Space,Space,Space,Space,Space,Space,Undf(Wall),Space,Space,Space,Space,Space,Space,Space,Space,Space,Space,Space,Space,Space,Space,Space,Undf(Wall),,,,,,,,,
Undf(Wall),Space,Space,Space,Space,Space,Space,Space,Space,Space,Space,Space,Space,Space,Space,Space,Space,Space,Space,Space,Space,Space,Space,Space,Space,Space,Space,Space,Space,Space,Undf(Wall),,,,,,,,,
Undf(Wall),Space,Space,Space,Undf(Wall),Space,Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Space,Space,Space,Space,Space,Space,Space,Space,Space,Space,Space,Space,Space,Space,Space,Undf(Wall),,,,,,,,,
Undf(Wall),Space,Undf(Wall),Space,Undf(Wall),Space,Space,Space,Space,Space,Space,Undf(Wall),Space,Space,Undf(Wall),Space,Space,Space,Space,Space,Space,Space,Space,Space,Space,Space,Space,Space,Space,Space,Undf(Wall),,,,,,,,,
Exit(Room),Space,Undf(Wall),Space,Undf(Wall),Space,Space,Space,Space,Space,Undf(Wall),Undf(Wall),Space,Space,Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Space,Space,Space,Space,Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall)
Undf(Wall),Space,Undf(Wall),Space,Undf(Wall),Space,Space,Space,Space,Space,Undf(Wall),Undf(Wall),Space,Space,Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Space,Space,Space,Space,Exit(Corridor),Space,Space,Space,Space,Space,Space,Space,Space,Undf(Wall)
Undf(Wall),Space,Undf(Wall),Space,Undf(Wall),Space,Space,Space,Space,Space,Undf(Wall),Undf(Wall),Space,Space,Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Space,Space,Space,Space,Exit(Corridor),Space,Space,Space,Space,Space,Space,Space,Space,Undf(Wall)
Undf(Wall),Space,Undf(Wall),Space,Space,Space,Space,Space,Space,Space,Undf(Wall),Space,Space,Space,Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Space,Space,Space,Space,Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Space,Space,Space,Undf(Wall)
Undf(Wall),Space,Space,Space,Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Space,Undf(Wall),Space,Space,Space,Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Space,Space,Space,Space,Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Space,Space,Space,Undf(Wall)
Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Space,Space,Space,Space,Space,Space,Space,Space,Space,Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Space,Space,Space,Space,Undf(Wall),Space,Space,Space,Space,Space,Space,Space,Space,Undf(Wall)
Exit(Room),Space,Space,Space,Space,Space,Space,Space,Space,Space,Space,Space,Space,Space,Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Undf(Wall),Space,Space,Space,Space,Undf(Wall),Space,Space,Space,Space,Space,Space,Space,Space,Undf(Wall)
